Work Item Type,Title 1,Title 2,Title 3,Title 4,Description,Acceptance Criteria,
Product Backlog Item,,,4.BE-J-T2,,Java Task-2: Set up Spring Boot JPA Project,"Task 2:Setting UP spring boot JPA project
Objective:
The objective of this issue is to setting up a Spring boot Java Persistence API (JPA) project that allows performing CRUD (Create, Read, Update, Delete) operations on a local PostgreSQL database.
Steps:
Configure the database properties like url, password, etc in application.properties or yml file.
Create entity classes that represent the database tables for which CRUD operations will be performed.
Create a repository interface extending JpaRepository to handle CRUD operations for the entities.
Implement service classes that interact with the repository and perform CRUD operations.
Create controller classes to handle HTTP requests and invoke service methods accordingly.
Test the application using postman
Additional Information:
create entity class User with id, name, email field. create controller to add, get, update and delete user.
Resources:
JPA Example",
Product Backlog Item,,,4.BE-J-T3,,Java Task-3: Develop Signup API Endpoint in UserController,"Develop Signup API Endpoint in UserController
Description:
The signup API endpoint is essential for user and admin sign-up functionality. Our goal is to implement this endpoint to facilitate the sign-up process and generate the appropriate response.
API Endpoint Details:
HTTP Method: POST, Endpoint: /signup
Request Body:
{
  ""userName"": ""example_username"",
  ""email"": ""example@example.com"",
  ""password"": ""examplePassword123"",
}
Response Body:
{
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9..."", 
  ""username"": ""example_username"",
  ""message"": ""User signed up successfully.""
}

Step-by-Step Implementation:
Method Signature and Annotations:
Implement a method with the appropriate signature and annotations to handle the signup functionality. Use the @PostMapping annotation to map the endpoint, and @transactional to ensure transactional behavior.
Input Validation: Validate the input parameters from the credentials object:
Check if the email, username, and password are not empty or null.
Ensure that the email is in a valid format.
Email Existence Check:Check if the provided email already exists in the database. If it does, throw an exception indicating that the email is already in use.
Image Storage:If an image is provided, store it in Azure Blob Storage using the blobService.storeFile method, appending the email and original image filename.
Create User Object:
Create a new User object and populate it with the necessary details:
Set the user role to ""USER"".
Set the creation and update timestamps.
Set the profile image URL obtained from Azure Blob Storage.
Password Encryption:Encrypt the user's password using the password encoder.
Save User Details:Save the user details to the database using the userRepo.save method.
Image Upload:If an image is provided, upload it to Azure Blob Storage using the client.upload method.
Invoke Login Endpoint:Invoke the login endpoint (likely within the same controller or another authentication controller) to authenticate the user using the JWT request.
Return JWT Response:Return the JWT response received from the login call, containing the authentication token, username, and a success message.
Logging: Implement appropriate logging using log.info to capture significant events during the signup process.",
Product Backlog Item,,,4.BE-J-T4,,Java Task-4: Implement User Authentication - Login,"Implement User authentication (login)
Objective:
Implement user authentication using an authentication manager, generate a JWT token, and update the last login field in the user table.
Steps:
Create a User entity with below field and do some manual entry later will develop an api to register user
1. id: int (auto-generated, primary key)
2. username: String
3. email: String
4. password: String
5. createdAt: LocalDateTime
6. updatedAt: LocalDateTime
7. lastLogin: LocalDateTime (to be updated on login)
8. role: String
9. imgUrl: String
10. resetToken: String
11. tokenGeneratedAt: LocalDateTime
12. isEmailVerified: Boolean
13. emailVerificationToken: String
14. verificationTokenGeneratedAt: LocalDateTime
Create an endpoint(POST: /auth/login) to handle the login request. It will take user credentials (email, password).
Request Body (for authentication):
{
  ""email"": ""example@example.com"",
  ""password"": ""yourpassword""
}
Response Body (after successful authentication):
{
  ""jwtToken"": ""your_jwt_token_here"",
  ""username"": ""example_username""
}
Authenticate the user using the Authentication Manager.
Generate a JWT token upon successful authentication.
Update the user's last login time in the database.
Return the jwt token as response of the endpoint. 
Additional Information:
read about the spring boot bean, use bean to create any class object.
read about lombok and spring boot annotation like component, autowired, ...
read about UserDetailsService and loadUserByUserName method for authentication in java
Resources:
JWT intoduction
Authentication manager",
Product Backlog Item,,,4.BE-J-T5,,Java Task-5: Implement User Profile Update API,"Description:
We need to implement the userupdate API for updating user profiles, including username, email, and password. Additionally, the API should support uploading a user's profile image to Azure Blob storage.
API Details:
Endpoint: PUT /user/{userId}/update
Request Body:
{
  ""userId"": 123,              // The ID of the user to update
  ""userName"": ""UpdatedUser"",  // Updated username (optional)
  ""email"": ""newemail@example.com"",  // Updated email (optional)
  ""password"": ""newpassword123""     // Updated password (optional)
}
Response:
A string indicating the success/failure message.
// Update success
{
  ""message"": ""User updated Successfully""
}

// Invalid user

{
  ""error"": ""Invalid user"",
  ""message"": ""User update failed""
}

// Validation error
{
  ""error"": ""Invalid request data"",
  ""message"": ""User update failed""
}
API Logic Summary:
Fetch the user by userId and validate that the user making the request matches the user in the database based on their email.
Update the user's email, username, or password based on the data provided in the UserSignUpDto.
Hash the password securely before saving it.
Handle profile image upload to Azure Blob storage:
Delete the user's existing image.
Upload the new image with a unique name and update the image URL.
Update the updatedAt timestamp of the user.
Save the updated user information to the database.
Additional Information:
The UserSignUpDto includes fields for updating the user's information.
Properly validate and handle exceptions.
Return an appropriate success message upon successful update.",
Product Backlog Item,,,4.BE-J-T6,,Java Task-6: Implement Generate Password Reset Link and Update Password APIs,"Task-8: Implement ""Generate Password Reset Link"" and ""Update Password"" APIs #8
Description:
We need to implement the ""Generate Password Reset Link"" and ""Update Password"" APIs, which allow users to request a password reset link and update their password. These APIs are essential for user account management.
API Details:
1. Generate Password Reset Link API:
Endpoint: POST /forgotPassword
Request Body:
email (String) - The user's email address.
Response:
A success message indicating that the password reset link has been sent successfully.
2. Update Password API:
Endpoint: PUT /forgotPassword
Request Parameters:
token (String) - The password reset token.
Request Body:
email (String) - The user's email address.
password (String) - The new password.
Response:
A success message indicating that the password has been updated successfully.
API Logic Summary:
1. Generate Password Reset Link API:
Receive the user's email address.
Generate a unique password reset token.
Set the token's expiration time.
Compose an email with the reset link and send it to the user's email address.
Return a success message.
2. Update Password API:
Receive the token, email, and new password.
Validate the token's expiration.
Verify that the token matches the user's stored reset token.
Update the user's password.
Return a success message.
Additional Information:
Ensure that the password reset link email contains the reset link.
Handle exceptions, including cases where the token is expired or invalid.
Properly validate the user's email and password.
Return appropriate success messages for both APIs.",
Product Backlog Item,,,4.BE-J-T7,,Java Task-7: Implement Email Verification API,"Task 11: Implement ""Email Verification"" API #11
Description:
We need to implement the ""Email Verification"" API, which allows users to verify their email addresses by clicking on a verification link sent to their email. This API is essential to ensure user account security and access to certain features.
API Details:
Send Email Verification API:
Endpoint: POST /verify-email
Request:
{
  ""email"": ""user@example.com""
}
Response:
""Email verification link sent successfully""
Verify Email API:
Endpoint: PUT /verify-email
Request:
{
  ""token"": ""verification_token""
}
Response:
""Email verified successfully""
API Logic Summary:
Send Email Verification:
Generate a unique verification token.
Update the user's record with the verification token and token generation time.
Send an email containing the verification link to the provided email address.
Return the success message.
Verify Email:
Parse the token and user ID from the request.
Check if the token has expired.
Compare the token with the user's stored email verification token.
Mark the user's email as verified and update the user's record.
Return the success message.
Additional Information:
Ensure that the email verification link is sent properly.
Handle exceptions, including cases where the user is not found or the token is invalid.
Secure the endpoint and perform necessary validations.",
Product Backlog Item,,,4.BE-J-T8,,Java Task-8: Implement Get Courses for the User API,"Task 6: Implement ""Get Courses for the User"" API #6
Description:
We need to implement the ""Get Courses for the User"" API, which allows users to retrieve a list of courses associated with their account.
API Details:
Endpoint: GET /courses
Request Body:
No request body (relying on user authentication via Principal).
Response:
A JSON array containing course details, including:
id (int): The unique identifier for the course.
title (string): The title of the course.
picture (string): The URL of the course picture.
archived (boolean): A boolean indicating whether the course is archived.
updatedAt (datetime): The timestamp when the course was last updated.
createdAt (datetime): The timestamp when the course was created.
description (string): A brief description of the course.
liveLink (string): The URL for the live course content.
API Logic Summary:
Authenticate the user based on the provided Principal.
Verify that the user making the request matches the user in the database based on their email.
Retrieve a list of courses associated with the user's account.
Return the list of courses in the response.
Additional Information:
Ensure proper authentication using Principal.
Validate the user to prevent unauthorized access to courses.
Handle exceptions and error responses.
Implement pagination if the list of courses is extensive.
Course Entity:
id: int
title: String
picture: String
archived: Boolean
updatedAt: LocalDateTime
createdAt: LocalDateTime
description: String
liveLink: String",
Product Backlog Item,,,4.BE-J-T9,,Java Task-9: Implement Get Specific Course for the User API,"Task 7: Implement ""Get Specific Course for the User"" API #7
Description:
We need to implement the ""Get Specific Course for the User"" API, which allows users to retrieve details of a specific course associated with their account.
API Details:
Endpoint: GET /courses/{courseId}
Request Parameters:
courseId (Integer) - The unique identifier of the course to retrieve.
Request Headers:
Authorization - Bearer token for user authentication.
Response:
A JSON object containing course details, including id, title, picture, archived status, updatedAt, createdAt, description, liveLink, and related modules, projects, resources, and topics.
e.g.
{
  ""id"": 1,
  ""title"": ""Sample Course"",
  ""picture"": ""https://example.com/sample-course.jpg"",
  ""archive"": false,
  ""liveLink"": ""https://example.com/sample-course/live"",
  ""description"": ""This is a sample course for testing."",
  ""createdAt"": ""2023-10-10T14:30:00"",
  ""updatedAt"": ""2023-10-15T08:00:00"",
  ""projectFiles"": [""project1.pdf"", ""project2.docx""],
  ""resourceFiles"": [""resource1.pdf"", ""resource2.docx""],
  ""modulesOrder"": [1, 2, 3],
  ""modules"": [
    {
      ""id"": 1,
      ""title"": ""Module 1"",
      ""topics"": [""Topic 1.1"", ""Topic 1.2""]
    },
    {
      ""id"": 2,
      ""title"": ""Module 2"",
      ""topics"": [""Topic 2.1"", ""Topic 2.2""]
    }
  ],
  ""resumeFiles"": [""resume1.pdf"", ""resume2.docx""],
  ""assignments"": [""assignment1.pdf"", ""assignment2.docx""],
  ""enrolledBy"": [101, 102, 103]
}
API Logic Summary:
Authenticate the user based on the provided Bearer token.
Verify that the user making the request matches the user in the database based on their email.
Check if the user is enrolled in the specified course or is an admin.
Retrieve details of the specific course using the courseId.
Retrieve related modules, projects, resources, and topics associated with the course.
Construct the response JSON object with all course details.
Additional Information:
Properly authenticate the user using the Bearer token.
Validate the user to ensure they have access to the requested course.
Handle exceptions and error responses, including cases where the requested course does not exist.",
Product Backlog Item,,,4.BE-J-T10,,Java Task-10: Implement Fetch User Info API,"Task 9: Implement ""Fetch User Info"" API #9
Description:
We need to implement the ""Fetch User Info"" API, which allows clients to retrieve user information, including details such as email, name, last login timestamp, and the courses associated with the user.
API Details:
Fetch User Info API:
Endpoint: GET /users/user-info
Request:
No request data is required, as it retrieves the user's information based on the authenticated user (Principal).
Response:
{
  ""id"": 1,
  ""email"": ""user@example.com"",
  ""name"": ""John Doe"",
  ""lastLogin"": ""2023-10-15T08:30:00"",
  ""courses"": [
    {
      ""id"": 101,
      ""title"": ""Course A""
    },
    {
      ""id"": 102,
      ""title"": ""Course B""
    }
  ]
}
API Logic Summary:
Retrieve the authenticated user's information using the Principal object.
Fetch user details from the database, including email, name, and last login timestamp.
Fetch a list of courses associated with the user, including their IDs and titles.
Compose and return the response JSON as described above.
Additional Information:
Ensure that the response JSON matches the provided structure.
Handle exceptions, including cases where the user is not found.
Make sure to secure the endpoint and only allow authenticated users to access it.",
Product Backlog Item,,,4.BE-J-T11,,Java Task-11: Implement Get User Details API,"Task 10: Implement ""Get User Details"" API #10
Description:
We need to implement the ""Get User Details"" API, which allows clients to retrieve detailed information about a user, including their ID, role, email, name, profile image URL, and email verification status.
API Details:
Endpoint: GET /me
Request:
No request data is required, as it retrieves the user's information based on the authenticated user (Principal).
Response:
{
  ""id"": 1,
  ""role"": ""USER"",
  ""email"": ""user@example.com"",
  ""name"": ""John Doe"",
  ""imgUrl"": ""https://example.com/images/johndoe.jpg"",
  ""isEmailVerified"": true
}
API Logic Summary:
Retrieve the authenticated user's information using the Principal object.
Fetch user details from the database, including their ID, role, email, name, profile image URL, and email verification status.
Compose and return the response JSON as described above.
Additional Information:
Handle exceptions, including cases where the user is not found.
Secure the endpoint and only allow authenticated users to access it.",
Product Backlog Item,,,4.BE-J-T12,,Java Task-12: Implement User Import API,"Task 12: Implement ""User Import"" API #12
Description:
We need to implement the ""User Import"" API, which allows administrators to bulk import users from a CSV file. This API is essential to efficiently onboard multiple users into our system.
API Details:
Import Users API:
Endpoint: POST /import
Request:
[form data containing the CSV file]
Response:
""Import successful""
API Logic Summary:
The API will accept a CSV file as part of a form data request.
The server will validate that the uploaded file is in CSV format.
It will iterate through the CSV records, skipping the header.
For each record, it will:
- Check if a user with the same email already exists.
- Verify the email format (must be a valid email).
- Create a new user with the provided information (user name, email, and a default password).
Once all valid users are processed, the server will save them in bulk to the database.
Return a success message indicating the import was successful.
Additional Information:
Ensure proper validation of CSV file format and content.
Validate email addresses for correctness.
Handle exceptions for cases like invalid email format or empty user names.",
Product Backlog Item,,,4.BE-J-T13,,Java Task-13: Implement Sample File Download API,"Task 13: Implement ""Sample File Download"" API #13
Description:
We need to implement the ""Sample File Download"" API to provide users with a sample CSV file that they can use as a template for bulk user import. This API will be useful for users who are not familiar with the format and structure of the CSV file required for user imports.
API Details:
Sample File Download API:
Endpoint: GET /sample-file
Response:
A CSV file download with sample user data.
API Logic Summary:
When a user accesses the ""Sample File Download"" API, it returns a sample CSV file.
The CSV file contains sample user data as follows:
name,email
John Doe,johndoe@gmail.com
The API sets appropriate response headers to specify the content type and file name for the download.
Additional Information:
The sample file should be in CSV format.
Ensure that the sample data reflects the structure of the data expected for user imports.",
Product Backlog Item,,,4.BE-J-T14,,Java Task-14: Implement Generate SAS Token API,"Task 14: Implement ""Generate SAS Token"" API #14
Description:
This API generates a Shared Access Signature (SAS) token for secure access to Azure Blob Storage resources. It takes a URL and the user's principal as input and returns the URL with the appended SAS token.
API Details:
HTTP Method: POST /generateSasToken
Request:
{
  ""url"": ""https://your-blob-storage-url.com/container/blob.jpg"",
}
Response:
Sample JSON Response:
""https://your-blob-storage-url.com/container/blob.jpg?yourGeneratedSasToken""
API Logic Summary:
Checks if the user exists in the database.
Extracts the blob name from the URL.
Uses the Azure SDK to create a BlobServiceClient.
Obtains a reference to the Blob Container client.
Defines SAS token signature values with permissions, start time, and expiry time.
Generates the SAS token using the Blob Container client.
Returns the URL with the appended SAS token.
Additional Information:
This URL with the SAS token allows temporary, controlled access to the specified blob for the user identified by their principal.",
Product Backlog Item,,,4.BE-J-T15,,Java Task-15: Implement List All Courses API under Course Controller,"Task 15: Implement /courses/all api under course controller #15
Description:
We need to develop a new API endpoint /courses/all that returns a list of courses. This API will be used to retrieve information about all available courses.
NOTE: Add a common prefix of /admin at the class level in CourseController.
API Details:
API Endpoint: /courses/all
HTTP Method: GET
Response Body: JSON
[
  {
    ""id"": 1,
    ""title"": ""Course 1"",
    ""archived"": false
  },
  {
    ""id"": 2,
    ""title"": ""Course 2"",
    ""archived"": true
  },
  ...
]
API Implementation:
Course Entity:
Create the Course entity class with the following fields:
id (int)
title (String)
picture (String)
archived (Boolean)
updatedAt (LocalDateTime)
createdAt (LocalDateTime)
description (String)
liveLink (String)
Annotate the entity with appropriate JPA annotations for database mapping, such as @entity, @table, @id, @GeneratedValue, @column, etc.
Create an API endpoint that returns a list of all courses.
Define the appropriate request method (e.g., GET).
Implement the service logic to fetch the list of courses from the Course repository and return it as a response.
Service and Repository:
Implement the service class (courseService) method getAllCourses() to interact with the repository.
Implement a repository class (courseRepo) method to fetch all course names.",
Product Backlog Item,,,4.BE-J-T16,,Java Task-16: Development of the Get Specific Course API using Course ID,"Task 16: Development of the /courses/{courseId} API #16
Description:
We need to develop a new API endpoint /courses/{courseId} that retrieves detailed information about a specific course. This API will allow users to access information related to courses they are enrolled in or for administrative purposes.
API Details:
API Endpoint: /courses/{courseId
HTTP Method: GET
Response Format: JSON
Sample JSON Request:
N/A (This is a GET request and doesn't require a request body)
Sample Response Body:
{
  ""id"": 1,
  ""title"": ""Course Title"",
  ""picture"": ""course_image.jpg"",
  ""archive"": false,
  ""liveLink"": ""https://example.com/course/live"",
  ""description"": ""Course description"",
  ""createdAt"": ""2023-10-15T12:00:00"",
  ""updatedAt"": ""2023-10-15T14:30:00"",
  ""projectFiles"": [""project1.pdf"", ""project2.pdf""],
  ""resourceFiles"": [""resource1.doc"", ""resource2.doc""],
  ""modulesOrder"": [1, 2, 3],
  ""modules"": [
    {
      ""id"": 1,
      ""title"": ""Module 1"",
      ""topics"": [""Topic 1"", ""Topic 2""]
    },
    {
      ""id"": 2,
      ""title"": ""Module 2"",
      ""topics"": [""Topic 1"", ""Topic 2""]
    }
  ],
  ""resumeFiles"": [""resume1.pdf"", ""resume2.pdf""],
  ""assignments"": [""assignment1.pdf"", ""assignment2.pdf""],
  ""enrolledBy"": [101, 102]
}
API Implementation:
Implement a new endpoint in the course service that retrieves course details based on the provided courseId.
Define the CourseDetailsResponse class to specify the expected fields in the response.
The API should handle scenarios where the provided courseId is not found or if the user is not authorized to access the course.",
Product Backlog Item,,,4.BE-J-T17,,Java Task-17: Update Course API using Course ID,"Task 17: Update Course API - /courses/{courseId} #17
Description:
We need to enhance the /courses/{courseId} API to support updating course details, including the course title, description, and picture. Additionally, the API should allow the user to upload a new picture for the course.
API Details:
API Endpoint: /courses/{courseId}
HTTP Method: PUT
Request Parameters:
courseId (Path Variable) - The ID of the course to be updated.
courseDetails (Form Data) - Course details including title and description.
picture (Form Data) - New course picture to be uploaded.
Sample JSON Request:
N/A (This is a PUT request, and request parameters are in the form data).
Sample JSON Response:
{
  ""id"": 1,
  ""title"": ""Updated Course Title"",
  ""picture"": ""updated_course_image.jpg"",
  ""archive"": false,
  ""liveLink"": ""https://example.com/course/live"",
  ""description"": ""Updated course description"",
  ""createdAt"": ""2023-10-15T12:00:00"",
  ""updatedAt"": ""2023-10-15T15:30:00"",
  ""projectFiles"": [""project1.pdf"", ""project2.pdf""],
  ""resourceFiles"": [""resource1.doc"", ""resource2.doc""],
  ""modulesOrder"": [1, 2, 3],
  ""modules"": [
    {
      ""id"": 1,
      ""title"": ""Module 1"",
      ""topics"": [""Topic 1"", ""Topic 2""]
    },
    {
      ""id"": 2,
      ""title"": ""Module 2"",
      ""topics"": [""Topic 1"", ""Topic 2""]
    }
  ],
  ""resumeFiles"": [""resume1.pdf"", ""resume2.pdf""],
  ""assignments"": [""assignment1.pdf"", ""assignment2.pdf""],
  ""enrolledBy"": [101, 102]
}
API Implementation:
Implement a new endpoint in the course service that updates the course details based on the provided courseId.
Define the CourseDetailsResponse class to specify the expected fields in the response.
Additional Info:
The API should handle scenarios where the provided courseId is not found or if the user is not authorized to update the course.",
Product Backlog Item,,,4.BE-J-T18,,Java Task-18: Implement Live Class Link for Course API using Course ID,"Task 18: Implement Live Class Link for Course API - /courses/{courseId}/live-link #18
Description:
We need to implement the /courses/{courseId}/live-link API to allow updating the live class link for a specific course. This API will accept a POST request with the new live class link in the request body.
API Details:
API Endpoint: /courses/{courseId}/live-link
HTTP Method: PATCH
Request Parameters:
courseId (Path Variable) - The ID of the course for which the live class link will be updated.
Request Body:
A JSON object containing the new live class link:
{
  ""link"": ""https://new-live-link.com""
}
Response Body
{
  ""message"": ""Live Class Link updated Successfully""
}
Response Format: JSON
API Implementation:
Implement the /courses/{courseId}/live-link endpoint in the course service, which updates the live class link based on the provided courseId.
Return a JSON response indicating the success of the update.
Additional Info:
Ensure that the API handles scenarios where the provided courseId is not found.
Validate the format of the live class link to ensure it is a valid URL.
Ensure that the updatedAt timestamp for the course is accurately updated.
Include appropriate error handling in the implementation to handle exceptions or invalid input data.",
Product Backlog Item,,,4.BE-J-T19,,Java Task-19: Update Course Archive StatUSAPI using Course ID,"Task 19: Update Course Archive Status API - /courses/{courseId}/archived #19
Description:
We have to implemented the /courses/{courseId}/archived API, which allows for updating the archive status of a specific course. This API accepts a PATCH request to mark a course as archived or unarchived.
API Details:
API Endpoint: /courses/{courseId}/archived
HTTP Method: PATCH
Request Parameters:
courseId (Path Variable) - The ID of the course for which the archive status has been updated.
Sample Request Body:
{
  ""archive"": true
}
Sample Response:
Response Format: Plain Text
Response Content: ""Course Archive Status Updated Successfully""
Additional Info:
The implementation successfully updates the archive status of the course based on the provided courseId.
When archive is set to true, the course is marked as archived. When archive is set to false, the course is marked as unarchived.
Error handling has been incorporated to address potential exceptions or invalid input data.
The API correctly handles scenarios where the provided courseId is not found.
The implementation updates the archived field in the course table and provides the appropriate response indicating the status change.",
Product Backlog Item,,,4.BE-J-T20,,Java Task-20: Upload Project File API for a Specific Course,"Task 20: Upload Project File API - /courses/{courseId}/projects #20
Description:
We need to implement the /courses/{courseId}/projects API, which allows users to upload project files for a specific course. This API accepts a POST request to upload a project file, and it performs the necessary operations to store the file in Azure Blob Storage.
API Details:
API Endpoint: /courses/{courseId}/projects
HTTP Method: POST
Request Parameters:
courseId (Path Variable) - The ID of the course to which the project file will be uploaded.
Request Body:
Multipart form data containing the project file to be uploaded.
Response:
Response Format: Plain Text
Response Content: ""OK""
Additional Info:
The implementation successfully handles file upload for the specified course.
It checks if the uploaded file is not empty and handles scenarios where the file is missing.
The file is stored in Azure Blob Storage, and the URL is saved in the database.
Appropriate error handling is in place, ensuring that the API provides clear responses for different scenarios.
The API is transactional, guaranteeing data consistency during file storage and database update.",
Product Backlog Item,,,4.BE-J-T21,,Java Task-21: Delete Project File API for a Specific Course,"Task 21: Delete Project File API - /courses/{courseId}/projects #21
Description:
We have successfully implemented the /courses/{courseId}/projects API, which allows users to delete project files associated with a specific course. This API accepts a DELETE request and deletes the specified project file from Azure Blob Storage and the associated database record.
API Details:
API Endpoint: /courses/{courseId}/projects
HTTP Method: DELETE
Request Parameters:
courseId (Path Variable) - The ID of the course from which the project file will be deleted.
Request Body:
A JSON string containing the name of the project file to be deleted.
 {
 ""projectFile"": ""file-to-delete.ext""
 }
Response Body (Example):
{
  ""courseId"": 123,
  ""projectFile"": ""file-to-delete.ext""
}
Additional Info:
The implementation successfully handles project file deletion for the specified course.
It verifies that the project file name is provided in the request.
The project file is deleted from Azure Blob Storage and the associated record from the database.
Appropriate error handling is in place, ensuring that the API provides clear responses for different scenarios.
The API is transactional, guaranteeing data consistency during file deletion and database update.",
Product Backlog Item,,,4.BE-J-T22,,Java Task-22: Upload Resource File API for a Specific Course,"Task 22: Upload Resource File API - /courses/{courseId}/resources #22
Description:
We need to implement the /courses/{courseId}/resources API, which allows users to upload resource files for a specific course. This API accepts a POST request and uploads the provided resource file to Azure Blob Storage, along with the associated database record.
API Details:
API Endpoint: /courses/{courseId}/resources
HTTP Method: POST
Request Parameters:
courseId (Path Variable) - The ID of the course to which the resource file will be uploaded.
Request Body:
A multipart-form request containing the resource file to be uploaded.
Response Format: JSON
Request (Example):
Multipart Form:
 {
 ""filename"": resource-file.ext 
}
Response Body (Example):
{
  ""message"": ""Resource file uploaded successfully.""
}
Additional Info:
The implementation successfully handles resource file uploads for the specified course.
It verifies that the uploaded file is not empty.
The resource file is uploaded to Azure Blob Storage, and the associated record is stored in the database.
Appropriate error handling is in place, ensuring that the API provides clear responses for different scenarios.",
Product Backlog Item,,,4.BE-J-T23,,Java Task-23: Delete Resource File API for a Specific Course,"Task 23: Delete Resource File API - /courses/{courseId}/resources #23
Description:
We need to implement the /courses/{courseId}/resources delete API, which allows users to delete a resource file associated with a specific course. This API accepts a DELETE request, specifying the course ID and the name of the resource file to be deleted. It deletes the specified resource file from Azure Blob Storage and removes the associated record from the database.
API Details:
API Endpoint: /courses/{courseId}/resources
HTTP Method: DELETE
Request Parameters:
courseId (Path Variable) - The ID of the course from which the resource file will be deleted.
Request Body:
A string representing the name of the resource file to be deleted.
Response (Example):
{
  ""courseId"": 123,
  ""resourceFile"": ""resource-file.ext""
}
Additional Info:
The implementation successfully handles resource file deletion for the specified course.
It checks if the resourceFile parameter is provided in the request body.
The resource file is deleted from Azure Blob Storage, and the associated database record is removed.
Appropriate error handling is in place, ensuring that the API provides clear responses for different scenarios.",
Product Backlog Item,,,4.BE-J-T24,,Java Task-24: Create a New Course Endpoint,"Task 24: Creating a New Course Endpoint #24
Description:
This API is designed for creating new courses in a learning platform. Users can send a POST request to this endpoint to create a course. It expects details about the course, including the course title, description, and an optional course image (e.g., a cover image for the course). The image is stored in Azure Blob Storage, and course details are saved in the database.
API Details:
Endpoint: POST /admin
Request:
Users need to send a POST request with form data that includes the course title, course description, and an image file (if available).
Request Body Example:
{
   ""title"": ""Introduction to Programming"",
   ""description"": ""Learn the fundamentals of programming."",
   ""picture"": (image file)
}
Response:
Upon successful course creation, the API responds with the created course, including its unique identifier, title, creation date, and an image URL (if an image was uploaded).
Response Body Example:
{
   ""id"": 1,
   ""title"": ""Introduction to Programming"",
   ""createdAt"": ""2023-10-15T12:00:00"",
   ""picture"": ""https://example.com/images/intro-to-programming.jpg""
}
API Implementation:
It validates the request to ensure that the course title is not empty and that the image file is provided.
The image file is stored in Azure Blob Storage, and the course details are saved in the database.
Proper error handling is implemented to address scenarios where the request is incomplete or malformed.
Detailed logging is employed to track API actions and errors.
Additional Info:
If the image file is missing from the request or is empty, the API will throw an exception indicating that an image upload is required.
The creation date of the course is set to the current date and time.
The ""archived"" status of the course is set to ""false"" by default.
Azure Blob Storage is used to store images, ensuring efficient management of course images.
The API response includes the newly created course's ID, title, creation date, and an image URL.",
Product Backlog Item,,,4.BE-J-T25,,Java Task-25: Implement Update Role API under Admin Controller,"Task 25: Implement /admin/updateRole api under AdminController #25
Description:
Developers need to implement the  /admin/updateRole api to handle role updates based on the provided email.
API Details:
HTTP Method: PUT
Endpoint: /admin/updateRole
Request Body:
Parameter: email (String, required) - The email of the user whose role needs to be updated.
Response:
Success Response: HTTP Status Code: 200 OK
Body: ""User role updated successfully.""
Error Responses:
HTTP Status Code: 400 Bad Request
Body: Custom error message in case of missing email or other input validation issues.
HTTP Status Code: 404 Not Found
Body: Custom error message in case the user with the provided email is not found.
Implementation Details:
Logs an entry ""Inside adminControl method.""
Validates the email parameter, throwing a custom error if it's empty.
Removes double quotes from the email string.
Queries the database for a user with the given email (case-insensitive) and throws an error if the user is not found.
Updates the user's role, toggling between ""USER"" and ""ADMIN.""
Logs an exit entry ""Exiting from adminControl method.""
Additional Information:
Ensure that proper documentation and comments are added for clarity and maintainability.",
Product Backlog Item,,,4.BE-J-T26,,Java Task-26: Implement Enrolled Users List API with Pagination for a Course,"Task 26: Implement /courses/{courseId}/enrolled{page} API for Enrolled Users #26
Description:
This GitHub issue aims to implement the/courses/{courseId}/enrolled{page} API within the AdminController, allowing users to retrieve enrolled users for a given course and page while ensuring clear and well-documented code.
API Details:
HTTP Method: GET
Endpoint: /courses/{courseId}/enrolled{page}
Path Parameters:
courseId (Integer, required) - The ID of the course for which you want to retrieve enrolled users.
Query Parameters:
page (Integer, required) - The page number for paginated results.
Response:
Success Response: HTTP Status Code: 200 OK
Body:
A JSON object containing the list of enrolled users. Here's an example structure:
{
    ""limit"": 10,
    ""start"": 0,
    ""users"": [ /* List of enrolled user objects */ ],
    ""total"": 123, // Total number of enrolled users
    ""length"": 10 // Number of users in this response
}
Error Responses:
HTTP Status Code: 400 Bad Request
Body: Custom error message in case of missing or invalid parameters.
HTTP Status Code: 404 Not Found
Body: Custom error message in case the course with the provided ID is not found.
Implementation Details:
Logs an entry ""Inside getAllUsers method.""
Validates the courseId parameter and throws a custom error if it's missing or equal to 0.
Sets the offset and limit based on the provided page parameter.
Fetches the list of enrolled users associated with the course using userRepo.getAllByUserId.
Logs the number of users found.
Creates a UserResponse object and populates it with the retrieved data.
Logs an exit entry ""Exiting from getAllUsers method.""
Returns the UserResponse as a JSON response.",
